path	pred	true	confidence	correct
./dataset/val/fire/distant_fire_1.jpeg	fire	fire	0.523855	1
./dataset/val/fire/distant_fire_10.jpeg	fire	fire	0.508660	1
./dataset/val/fire/distant_fire_100.jpeg	fire	fire	0.508663	1
./dataset/val/fire/distant_fire_101.jpeg	nofire	fire	0.501726	0
./dataset/val/fire/distant_fire_102.jpeg	fire	fire	0.502165	1
./dataset/val/fire/distant_fire_103.jpeg	nofire	fire	0.714291	0
./dataset/val/fire/distant_fire_104.jpeg	fire	fire	0.670182	1
./dataset/val/fire/distant_fire_105.jpeg	nofire	fire	0.711585	0
./dataset/val/fire/distant_fire_11.jpeg	nofire	fire	0.672722	0
./dataset/val/fire/distant_fire_12.jpeg	fire	fire	0.526448	1
./dataset/val/fire/distant_fire_13.jpeg	nofire	fire	0.768479	0
./dataset/val/fire/distant_fire_14.jpeg	nofire	fire	0.561955	0
./dataset/val/fire/distant_fire_15.jpeg	nofire	fire	0.547296	0
./dataset/val/fire/distant_fire_16.jpeg	fire	fire	0.725074	1
./dataset/val/fire/distant_fire_17.jpeg	fire	fire	0.624543	1
./dataset/val/fire/distant_fire_18.jpeg	fire	fire	0.563649	1
./dataset/val/fire/distant_fire_19.jpeg	nofire	fire	0.549706	0
./dataset/val/fire/distant_fire_2.jpeg	fire	fire	0.635079	1
./dataset/val/fire/distant_fire_20.jpeg	fire	fire	0.534415	1
./dataset/val/fire/distant_fire_21.jpeg	nofire	fire	0.529364	0
./dataset/val/fire/distant_fire_22.jpeg	nofire	fire	0.595454	0
./dataset/val/fire/distant_fire_23.jpeg	fire	fire	0.642749	1
./dataset/val/fire/distant_fire_24.jpeg	nofire	fire	0.617191	0
./dataset/val/fire/distant_fire_25.jpeg	nofire	fire	0.624314	0
./dataset/val/fire/distant_fire_26.jpeg	nofire	fire	0.661040	0
./dataset/val/fire/distant_fire_27.jpeg	nofire	fire	0.708671	0
./dataset/val/fire/distant_fire_28.jpeg	fire	fire	0.624219	1
./dataset/val/fire/distant_fire_29.jpeg	nofire	fire	0.776887	0
./dataset/val/fire/distant_fire_3.jpeg	nofire	fire	0.519374	0
./dataset/val/fire/distant_fire_30.jpeg	nofire	fire	0.587547	0
./dataset/val/fire/distant_fire_31.jpeg	nofire	fire	0.514997	0
./dataset/val/fire/distant_fire_32.jpeg	fire	fire	0.643597	1
./dataset/val/fire/distant_fire_33.jpeg	fire	fire	0.661205	1
./dataset/val/fire/distant_fire_34.jpeg	nofire	fire	0.528576	0
./dataset/val/fire/distant_fire_35.jpeg	fire	fire	0.582570	1
./dataset/val/fire/distant_fire_36.jpeg	fire	fire	0.700225	1
./dataset/val/fire/distant_fire_37.jpeg	fire	fire	0.542493	1
./dataset/val/fire/distant_fire_38.jpeg	fire	fire	0.510167	1
./dataset/val/fire/distant_fire_39.jpeg	nofire	fire	0.646347	0
./dataset/val/fire/distant_fire_4.jpeg	nofire	fire	0.703979	0
./dataset/val/fire/distant_fire_40.jpeg	fire	fire	0.609654	1
./dataset/val/fire/distant_fire_41.jpeg	nofire	fire	0.514943	0
./dataset/val/fire/distant_fire_42.jpeg	fire	fire	0.619934	1
./dataset/val/fire/distant_fire_43.jpeg	nofire	fire	0.517575	0
./dataset/val/fire/distant_fire_44.jpeg	nofire	fire	0.575491	0
./dataset/val/fire/distant_fire_45.jpeg	fire	fire	0.570679	1
./dataset/val/fire/distant_fire_46.jpeg	fire	fire	0.669495	1
./dataset/val/fire/distant_fire_47.jpeg	fire	fire	0.621389	1
./dataset/val/fire/distant_fire_5.jpeg	fire	fire	0.500257	1
./dataset/val/fire/distant_fire_50.jpeg	fire	fire	0.659260	1
./dataset/val/fire/distant_fire_52.jpeg	fire	fire	0.598841	1
./dataset/val/fire/distant_fire_53.jpeg	fire	fire	0.642639	1
./dataset/val/fire/distant_fire_54.jpeg	fire	fire	0.531852	1
./dataset/val/fire/distant_fire_55.jpeg	nofire	fire	0.628795	0
./dataset/val/fire/distant_fire_56.jpeg	nofire	fire	0.587977	0
./dataset/val/fire/distant_fire_57.jpeg	fire	fire	0.511114	1
./dataset/val/fire/distant_fire_58.jpeg	nofire	fire	0.575859	0
./dataset/val/fire/distant_fire_59.jpeg	fire	fire	0.561255	1
./dataset/val/fire/distant_fire_6.webp	fire	fire	0.573477	1
./dataset/val/fire/distant_fire_60.jpeg	fire	fire	0.559307	1
./dataset/val/fire/distant_fire_61.jpeg	fire	fire	0.503437	1
./dataset/val/fire/distant_fire_62.jpeg	fire	fire	0.511546	1
./dataset/val/fire/distant_fire_63.jpeg	fire	fire	0.631671	1
./dataset/val/fire/distant_fire_64.jpeg	nofire	fire	0.693078	0
./dataset/val/fire/distant_fire_65.png	fire	fire	0.586032	1
./dataset/val/fire/distant_fire_66.jpeg	fire	fire	0.643234	1
./dataset/val/fire/distant_fire_67.jpeg	nofire	fire	0.625680	0
./dataset/val/fire/distant_fire_68.jpeg	fire	fire	0.585234	1
./dataset/val/fire/distant_fire_69.jpeg	fire	fire	0.643598	1
./dataset/val/fire/distant_fire_7.jpeg	fire	fire	0.651152	1
./dataset/val/fire/distant_fire_70.jpeg	nofire	fire	0.670726	0
./dataset/val/fire/distant_fire_71.jpeg	nofire	fire	0.562334	0
./dataset/val/fire/distant_fire_72.jpeg	fire	fire	0.514119	1
./dataset/val/fire/distant_fire_73.jpeg	fire	fire	0.770891	1
./dataset/val/fire/distant_fire_74.jpeg	fire	fire	0.500890	1
./dataset/val/fire/distant_fire_75.jpeg	fire	fire	0.651703	1
./dataset/val/fire/distant_fire_77.jpeg	nofire	fire	0.550052	0
./dataset/val/fire/distant_fire_78.jpeg	nofire	fire	0.578521	0
./dataset/val/fire/distant_fire_79.jpeg	fire	fire	0.587583	1
./dataset/val/fire/distant_fire_8.jpeg	fire	fire	0.572984	1
./dataset/val/fire/distant_fire_80.jpeg	fire	fire	0.579768	1
./dataset/val/fire/distant_fire_81.jpeg	fire	fire	0.648086	1
./dataset/val/fire/distant_fire_82.jpeg	nofire	fire	0.738931	0
./dataset/val/fire/distant_fire_83.jpeg	fire	fire	0.503614	1
./dataset/val/fire/distant_fire_84.jpeg	nofire	fire	0.685299	0
./dataset/val/fire/distant_fire_86.jpeg	nofire	fire	0.580973	0
./dataset/val/fire/distant_fire_88.jpeg	fire	fire	0.589281	1
./dataset/val/fire/distant_fire_9.jpeg	nofire	fire	0.590087	0
./dataset/val/fire/distant_fire_90.jpeg	fire	fire	0.682748	1
./dataset/val/fire/distant_fire_91.jpeg	nofire	fire	0.632601	0
./dataset/val/fire/distant_fire_92.jpeg	fire	fire	0.608994	1
./dataset/val/fire/distant_fire_93.jpeg	nofire	fire	0.530303	0
./dataset/val/fire/distant_fire_95.jpeg	fire	fire	0.558525	1
./dataset/val/fire/distant_fire_96.jpeg	nofire	fire	0.508446	0
./dataset/val/fire/distant_fire_97.jpeg	nofire	fire	0.646793	0
./dataset/val/fire/distant_fire_98.webp	fire	fire	0.583528	1
./dataset/val/fire/distant_fire_99.jpeg	nofire	fire	0.509682	0
./dataset/val/fire/fire_100.jpeg	nofire	fire	0.554406	0
./dataset/val/fire/fire_101.jpeg	fire	fire	0.554108	1
./dataset/val/fire/fire_102.jpeg	fire	fire	0.513045	1
./dataset/val/fire/fire_103.jpeg	nofire	fire	0.577839	0
./dataset/val/fire/fire_104.jpeg	fire	fire	0.572546	1
./dataset/val/fire/fire_105.jpeg	nofire	fire	0.688015	0
./dataset/val/fire/fire_106.jpeg	fire	fire	0.540696	1
./dataset/val/fire/fire_107.jpeg	fire	fire	0.624945	1
./dataset/val/fire/fire_108.jpeg	fire	fire	0.541685	1
./dataset/val/fire/fire_109.jpeg	nofire	fire	0.538971	0
./dataset/val/fire/fire_110.jpeg	nofire	fire	0.539311	0
./dataset/val/fire/fire_111.jpeg	nofire	fire	0.526480	0
./dataset/val/fire/fire_112.jpeg	fire	fire	0.607026	1
./dataset/val/fire/fire_113.jpeg	nofire	fire	0.562040	0
./dataset/val/fire/fire_114.jpeg	fire	fire	0.560920	1
./dataset/val/fire/fire_115.jpeg	fire	fire	0.614424	1
./dataset/val/fire/fire_116.jpeg	fire	fire	0.639883	1
./dataset/val/fire/fire_117.jpeg	fire	fire	0.639613	1
./dataset/val/fire/fire_118.jpeg	nofire	fire	0.630932	0
./dataset/val/fire/fire_119.jpeg	fire	fire	0.802064	1
./dataset/val/fire/fire_120.jpeg	fire	fire	0.688557	1
./dataset/val/fire/fire_121.jpeg	nofire	fire	0.578107	0
./dataset/val/fire/fire_122.png	fire	fire	0.550362	1
